Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2019-01-06;40,00;11,00;14,00;6,00;15,00;13,00;9,00;2,00;2,00;5,00;0,00;2,00;1,00;1,00;3,00;0,00;0,00;1,00;0,00;1,00;0,00
2019-01-13;33,00;11,00;11,00;10,00;12,00;9,00;8,00;2,00;5,00;2,00;0,00;2,00;0,00;1,00;1,00;0,00;3,00;0,00;0,00;0,00;0,00
2019-01-20;27,00;8,00;14,00;6,00;5,00;6,00;7,00;9,00;2,00;2,00;1,00;2,00;2,00;4,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00
2019-01-27;22,00;11,00;13,00;6,00;8,00;5,00;8,00;8,00;5,00;8,00;1,00;2,00;1,00;2,00;1,00;1,00;0,00;1,00;1,00;0,00;1,00
2019-02-03;18,00;6,00;17,00;10,00;5,00;7,00;7,00;10,00;6,00;3,00;3,00;5,00;2,00;0,00;1,00;1,00;0,00;1,00;1,00;0,00;0,00
2019-02-10;29,00;10,00;13,00;9,00;7,00;18,00;9,00;2,00;2,00;7,00;3,00;2,00;1,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-02-17;24,00;9,00;10,00;10,00;9,00;17,00;5,00;6,00;6,00;2,00;2,00;4,00;1,00;0,00;0,00;0,00;1,00;1,00;1,00;0,00;0,00
2019-02-24;30,00;12,00;10,00;9,00;12,00;8,00;4,00;0,00;5,00;5,00;6,00;6,00;3,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-03-03;31,00;11,00;13,00;12,00;16,00;16,00;12,00;2,00;4,00;4,00;1,00;4,00;2,00;1,00;2,00;1,00;0,00;0,00;1,00;1,00;0,00
2019-03-10;25,00;8,00;11,00;11,00;10,00;8,00;8,00;1,00;2,00;0,00;0,00;5,00;3,00;2,00;0,00;0,00;1,00;1,00;0,00;1,00;0,00
