Voyage;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-12-29;70,00;58,00;75,00;73,00;68,00;61,67;55,00;83,33;46,67
2020-01-05;81,00;63,00;71,00;82,00;73,00;62,44;60,75;89,44;48,94
2020-01-12;81,00;64,00;74,00;74,00;79,00;65,81;60,75;87,75;50,63
2020-01-19;76,00;56,00;67,00;72,00;68,00;60,80;55,73;82,76;47,29
2020-01-26;74,00;57,00;64,00;57,00;73,00;55,50;52,14;84,09;43,73
2020-02-02;72,00;55,00;63,00;54,00;70,00;50,23;46,88;80,37;41,86
2020-02-09;76,00;52,00;56,00;47,00;69,00;52,36;43,91;86,13;43,91
2020-02-16;83,00;54,00;60,00;48,00;70,00;52,51;47,43;76,22;45,73
2020-02-23;72,00;50,00;57,00;49,00;64,00;53,58;45,21;102,14;55,26
2020-03-01;64,00;45,00;56,00;43,00;61,00;50,53;38,74;94,32;57,26
2020-03-08;72,00;65,00;73,00;80,00;67,00;25,12;56,93;167,44;90,42
2020-03-15;30,00;32,00;40,00;54,00;32,00;18,33;40,00;110,00;60,00
2020-03-22;22,00;21,00;25,00;24,00;23,00;16,92;25,38;32,15;27,08
2020-03-29;28,00;23,00;23,00;25,00;22,00;14,82;18,12;26,35;24,71
2020-04-05;23,00;21,00;23,00;26,00;25,00;14,79;16,43;29,57;23,00
2020-04-12;21,00;22,00;29,00;32,00;24,00;17,77;17,77;25,85;22,62
2020-04-19;20,00;24,00;28,00;28,00;24,00;18,33;20,00;26,67;23,33
2020-04-26;21,00;23,00;30,00;33,00;28,00;21,00;22,75;29,75;26,25
2020-05-03;21,00;24,00;33,00;32,00;36,00;21,00;26,25;31,50;29,75
2020-05-10;21,00;25,00;35,00;33,00;35,00;21,00;29,08;33,92;27,46
2020-05-17;24,00;30,00;35,00;36,00;37,00;25,71;25,71;39,43;34,29
2020-05-24;27,00;31,00;45,00;35,00;44,00;27,00;30,38;38,81;33,75
2020-05-31;33,00;45,00;53,00;39,00;43,00;38,21;41,68;41,68;33,00
2020-06-07;35,00;46,00;48,00;43,00;45,00;36,67;36,67;40,00;38,33
2020-06-14;41,00;42,00;52,00;38,00;46,00;42,71;35,88;47,83;41,00
2020-06-21;41,00;44,00;51,00;37,00;43,00;44,42;37,58;63,21;47,83
2020-06-28;43,00;51,00;58,00;39,00;48,00;51,60;41,28;80,84;49,88
2020-07-05;42,00;51,00;50,00;39,00;42,00;48,72;35,28;68,88;45,36
2020-07-12;40,00;45,00;50,00;39,00;43,00;48,70;41,74;69,57;46,96
2020-07-19;40,00;44,00;51,00;37,00;43,00;48,70;38,26;78,26;46,96
2020-07-26;41,00;50,00;47,00;36,00;51,00;51,25;34,17;87,13;44,42
2020-08-02;42,00;45,00;48,00;35,00;52,00;50,40;31,92;72,24;43,68
2020-08-09;42,00;41,00;43,00;35,00;48,00;47,04;31,92;78,96;42,00
2020-08-16;38,00;48,00;45,00;34,00;44,00;38,00;29,74;74,35;38,00
2020-08-23;37,00;47,00;41,00;33,00;42,00;31,95;30,27;65,59;35,32
2020-08-30;35,00;43,00;42,00;32,00;41,00;30,00;25,00;66,67;38,33
2020-09-06;34,00;38,00;47,00;31,00;37,00;30,60;27,20;62,90;37,40
2020-09-13;32,00;39,00;44,00;29,00;36,00;26,95;26,95;58,95;35,37
2020-09-20;31,00;34,00;45,00;29,00;33,00;24,11;25,83;58,56;36,17
2020-09-27;29,00;31,00;41,00;28,00;33,00;22,18;25,59;58,00;37,53
2020-10-04;30,00;31,00;44,00;32,00;34,00;23,33;23,33;56,67;38,33
2020-10-11;31,00;31,00;34,00;28,00;32,00;20,67;24,11;60,28;41,33
2020-10-18;28,00;27,00;32,00;23,00;30,00;16,47;19,76;54,35;39,53
2020-10-25;25,00;23,00;31,00;22,00;34,00;15,00;20,00;48,33;35,00
2020-11-01;18,00;23,00;27,00;16,00;24,00;13,09;16,36;39,27;29,45
2020-11-08;20,00;25,00;29,00;17,00;29,00;15,00;16,67;35,00;41,67
2020-11-15;23,00;23,00;28,00;16,00;32,00;14,79;16,43;34,50;47,64
2020-11-22;29,00;26,00;33,00;18,00;29,00;17,06;18,76;52,88;39,24
2020-11-29;27,00;29,00;33,00;17,00;33,00;18,56;18,56;47,25;40,50
2020-12-06;30,00;29,00;34,00;18,00;37,00;18,33;20,00;48,33;36,67
2020-12-13;34,00;30,00;34,00;20,00;37,00;17,00;23,80;62,90;37,40
2020-12-20;32,00;31,00;36,00;20,00;33,00;18,53;21,89;80,84;37,05
2020-12-27;36,00;31,00;32,00;21,00;33,00;18,86;20,57;49,71;39,43
2021-01-03;38,00;32,00;35,00;22,00;32,00;20,73;20,73;53,55;39,73
2021-01-10;35,00;27,00;31,00;19,00;29,00;18,33;21,67;40,00;41,67
2021-01-17;35,00;35,00;34,00;19,00;26,00;20,00;18,33;35,00;40,00
2021-01-24;29,00;29,00;36,00;20,00;28,00;17,06;17,06;37,53;42,65
2021-01-31;28,00;25,00;38,00;19,00;30,00;19,76;16,47;29,65;39,53
2021-02-07;28,00;23,00;37,00;18,00;30,00;19,76;16,47;32,94;41,18
2021-02-14;31,00;27,00;37,00;21,00;33,00;18,94;20,67;32,72;44,78
2021-02-21;32,00;29,00;43,00;21,00;39,00;20,21;20,21;47,16;43,79
2021-02-28;32,00;33,00;43,00;23,00;38,00;18,53;21,89;38,74;48,84
2021-03-07;36,00;29,00;48,00;24,00;38,00;18,86;22,29;41,14;49,71
2021-03-14;33,00;28,00;46,00;24,00;42,00;20,84;22,58;45,16;52,11
2021-03-21;33,00;28,00;49,00;23,00;41,00;21,45;23,10;51,15;47,85
2021-03-28;28,00;28,00;44,00;19,00;38,00;28,00;21,00;42,00;54,25
2021-04-04;27,00;28,00;47,00;22,00;37,00;27,00;23,63;47,25;50,63
2021-04-11;29,00;45,00;48,00;22,00;39,00;27,29;23,88;42,65;49,47
2021-04-18;35,00;44,00;47,00;25,00;41,00;31,67;25,00;51,67;56,67
2021-04-25;39,00;43,00;47,00;28,00;44,00;32,22;28,83;47,48;50,87
2021-05-02;44,00;49,00;58,00;34,00;48,00;37,23;32,15;93,08;52,46
2021-05-09;48,00;54,00;63,00;40,00;57,00;39,43;42,86;73,71;53,14
2021-05-16;53,00;59,00;63,00;43,00;64,00;47,87;41,03;78,65;54,71
2021-05-23;53,00;59,00;65,00;46,00;65,00;49,58;42,74;70,10;58,13
2021-05-30;58,00;81,00;76,00;46,00;70,00;56,29;47,76;93,82;56,29
2021-06-06;64,00;85,00;75,00;50,00;78,00;55,58;55,58;72,42;58,95
2021-06-13;64,00;85,00;69,00;45,00;78,00;58,95;57,26;77,47;58,95
2021-06-20;65,00;97,00;80,00;47,00;84,00;60,00;58,33;103,33;56,67
2021-06-27;62,00;93,00;87,00;48,00;92,00;60,32;68,70;88,81;55,30
2021-07-04;68,00;100,00;93,00;50,00;88,00;62,90;74,80;110,50;57,80
2021-07-11;67,00;91,00;86,00;45,00;94,00;58,63;90,45;118,93;56,95
2021-07-18;62,00;84,00;86,00;45,00;90,00;63,68;80,43;112,27;56,97
2021-07-25;67,00;81,00;73,00;46,00;91,00;58,63;77,05;118,93;53,60
2021-08-01;60,00;78,00;69,00;44,00;92,00;58,33;63,33;140,00;51,67
2021-08-08;55,00;64,00;65,00;44,00;88,00;58,33;61,67;105,00;51,67
2021-08-15;51,00;59,00;59,00;42,00;80,00;54,40;54,40;103,70;49,30
2021-08-22;49,00;58,00;62,00;41,00;82,00;47,31;50,69;152,07;49,00
2021-08-29;48,00;59,00;59,00;43,00;71,00;44,57;48,00;101,14;54,86
2021-09-05;46,00;52,00;61,00;40,00;70,00;40,89;47,70;93,70;47,70
2021-09-12;47,00;50,00;58,00;40,00;71,00;36,93;47,00;141,00;43,64
2021-09-19;48,00;50,00;64,00;41,00;62,00;36,00;46,29;104,57;42,86
2021-09-26;46,00;49,00;59,00;38,00;64,00;39,19;44,30;86,89;42,59
2021-10-03;45,00;47,00;62,00;42,00;67,00;36,67;45,00;106,67;41,67
2021-10-10;49,00;46,00;62,00;41,00;67,00;38,86;52,38;91,24;43,93
2021-10-17;49,00;50,00;56,00;39,00;61,00;38,86;43,93;81,10;40,55
2021-10-24;47,00;49,00;49,00;34,00;60,00;38,61;36,93;70,50;40,29
2021-10-31;48,00;51,00;48,00;35,00;62,00;41,14;39,43;66,86;42,86
2021-11-07;46,00;50,00;51,00;31,00;62,00;36,14;36,14;65,71;41,07
2021-11-14;44,00;44,00;44,00;30,00;59,00;38,92;37,23;64,31;40,62
2021-11-21;41,00;40,00;42,00;26,00;57,00;34,44;32,80;72,16;42,64
2021-11-28;42,00;51,00;58,00;26,00;65,00;36,96;40,32;114,24;52,08
2021-12-05;41,00;46,00;50,00;28,00;60,00;34,17;37,58;93,96;46,13
2021-12-12;44,00;56,00;55,00;33,00;63,00;42,31;47,38;108,31;45,69
2021-12-19;45,00;50,00;50,00;36,00;52,00;38,33;50,00;78,33;45,00
2021-12-26;51,00;58,00;56,00;42,00;60,00;42,50;49,30;76,50;47,60
2022-01-02;53,00;60,00;53,00;45,00;69,00;42,74;53,00;106,00;47,87
2022-01-09;49,00;62,00;53,00;41,00;62,00;33,79;47,31;106,45;43,93
2022-01-16;53,00;62,00;51,00;40,00;65,00;34,19;49,58;90,61;44,45
2022-01-23;57,00;64,00;60,00;42,00;70,00;38,56;50,29;97,24;43,59
2022-01-30;59,00;61,00;64,00;46,00;72,00;40,46;52,26;97,77;45,51
2022-02-06;63,00;62,00;64,00;47,00;73,00;44,76;49,74;102,79;44,76
2022-02-13;66,00;63,00;69,00;48,00;70,00;49,08;55,85;93,08;44,00
2022-02-20;62,00;61,00;63,00;43,00;71,00;48,59;48,59;87,14;46,92
2022-02-27;53,00;53,00;55,00;37,00;66,00;42,74;42,74;85,48;47,87
2022-03-06;56,00;56,00;62,00;39,00;62,00;44,12;45,82;84,85;50,91
2022-03-13;59,00;53,00;56,00;38,00;66,00;45,51;45,51;97,77;47,20
2022-03-20;57,00;52,00;66,00;39,00;69,00;50,29;43,59;90,53;45,26
2022-03-27;55,00;59,00;61,00;40,00;70,00;53,33;41,67;90,00;43,33
2022-04-03;60,00;58,00;65,00;43,00;75,00;58,29;49,71;102,86;46,29
2022-04-10;58,00;54,00;72,00;44,00;79,00;58,00;47,76;90,41;44,35
