Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;75,00;15,00;13,00;6,00;25,00;4,00;6,00;10,00;8,00;2,00;0,00;2,00;2,00;0,00;13,00;2,00;4,00;0,00;8,00;6,00;0,00;0,00;2,68;53,57;18,75;0,00;19,00;10,00
2019-01-13;42,00;20,00;10,00;14,00;12,00;4,00;2,00;16,00;0,00;2,00;4,00;0,00;0,00;0,00;2,00;8,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;63,68;16,26;2,00;6,00;12,00
2019-01-20;47,00;9,00;15,00;7,00;24,00;13,00;4,00;11,00;0,00;4,00;2,00;2,00;0,00;2,00;9,00;2,00;0,00;0,00;7,00;4,00;2,00;0,00;0,00;67,14;25,51;4,00;24,00;15,00
2019-01-27;34,00;15,00;2,00;4,00;9,00;0,00;8,00;26,00;4,00;2,00;8,00;4,00;2,00;0,00;4,00;0,00;0,00;2,00;2,00;0,00;9,00;0,00;0,00;72,08;31,28;0,00;11,00;4,00
2019-02-03;51,00;8,00;2,00;4,00;14,00;2,00;0,00;2,00;0,00;2,00;2,00;0,00;4,00;0,00;4,00;4,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;79,18;8,05;0,00;22,00;4,00
2019-02-10;26,00;6,00;6,00;8,00;4,00;6,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;4,00;4,00;0,00;0,00;2,00;6,00;6,00;0,00;0,00;61,58;13,68;2,00;6,00;2,00
2019-02-17;46,00;0,00;4,00;10,00;14,00;4,00;4,00;4,00;6,00;0,00;10,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;2,00;0,00;4,00;0,00;0,00;59,53;5,41;6,00;10,00;10,00
2019-02-24;24,00;8,00;6,00;0,00;6,00;2,00;0,00;4,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;2,00;2,00;2,00;0,00;0,00;37,33;12,00;4,00;14,00;6,00
2019-03-03;37,00;2,00;8,00;8,00;12,00;4,00;4,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;2,00;6,00;2,00;2,00;0,00;0,00;23,79;14,54;4,00;10,00;6,00
2019-03-10;64,00;10,00;12,00;6,00;16,00;4,00;4,00;2,00;0,00;4,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;2,67;28,00;8,00;2,00;6,00;2,00
2019-03-17;29,00;2,00;10,00;4,00;10,00;2,00;2,00;6,00;0,00;2,00;2,00;0,00;2,00;0,00;2,00;2,00;0,00;0,00;4,00;4,00;2,00;0,00;0,00;22,41;11,86;2,00;8,00;4,00
2019-03-24;43,00;8,00;10,00;0,00;6,00;6,00;0,00;0,00;2,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;20,16;2,69;4,00;2,00;0,00
