Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;51,00;22,00;34,00;24,00;2,00;24,00;22,00;1,00;15,00;16,00;11,00;1,00;3,00;1,00;29,00;3,00;0,50;14,00;8,00;1,00;18,00;2,00;13,00;0,50;0,00;15,00;11,00;5,00;10,00;7,00;10,00;0,50;13,00;0,50;0,00;7,00;0,00;1,00;0,50;20,00;13,00;2,00;6,00;8,00
2019-01-13;52,00;24,00;43,00;28,00;1,00;28,00;27,00;1,00;16,00;16,00;10,00;2,00;3,00;0,50;27,00;3,00;1,00;12,00;8,00;1,00;19,00;2,00;11,00;1,00;0,50;16,00;13,00;8,00;12,00;10,00;12,00;0,50;11,00;0,50;0,00;8,00;0,00;1,00;0,50;22,00;15,00;1,00;5,00;8,00
2019-01-20;45,00;22,00;35,00;24,00;1,00;24,00;23,00;0,50;18,00;16,00;11,00;1,00;4,00;0,50;23,00;3,00;0,50;15,00;10,00;2,00;16,00;2,00;23,00;0,00;0,50;17,00;10,00;7,00;12,00;6,00;12,00;1,00;14,00;0,50;0,50;6,00;0,00;1,00;0,50;29,00;17,00;4,00;11,00;11,00
2019-01-27;48,00;25,00;37,00;38,00;1,00;27,00;29,00;0,50;21,00;18,00;14,00;1,00;3,00;0,50;29,00;3,00;0,00;20,00;9,00;1,00;20,00;8,00;14,00;0,50;0,50;18,00;13,00;9,00;13,00;10,00;14,00;1,00;7,00;0,50;0,50;7,00;0,00;1,00;0,50;26,00;17,00;2,00;10,00;9,00
2019-02-03;49,00;24,00;38,00;30,00;2,00;28,00;31,00;0,50;22,00;19,00;12,00;1,00;4,00;0,50;28,00;3,00;1,00;17,00;10,00;2,00;21,00;10,00;14,00;0,50;0,50;19,00;14,00;5,00;13,00;7,00;12,00;1,00;4,00;0,50;0,00;7,00;0,00;1,00;1,00;26,00;14,00;3,00;9,00;9,00
2019-02-10;52,00;24,00;31,00;27,00;1,00;27,00;27,00;0,50;23,00;19,00;10,00;1,00;3,00;0,50;28,00;4,00;1,00;16,00;7,00;2,00;18,00;7,00;19,00;1,00;0,00;28,00;15,00;7,00;14,00;7,00;13,00;0,50;4,00;0,50;0,00;8,00;0,00;1,00;0,50;25,00;14,00;2,00;7,00;7,00
2019-02-17;50,00;28,00;37,00;27,00;1,00;25,00;31,00;0,00;18,00;18,00;11,00;1,00;3,00;0,00;25,00;3,00;0,50;16,00;13,00;1,00;18,00;8,00;15,00;0,50;0,00;36,00;14,00;7,00;16,00;8,00;14,00;0,50;3,00;0,50;0,50;7,00;0,00;1,00;1,00;26,00;13,00;2,00;7,00;7,00
2019-02-24;51,00;24,00;40,00;26,00;1,00;30,00;31,00;0,50;26,00;18,00;10,00;1,00;3,00;0,50;26,00;4,00;0,50;19,00;12,00;1,00;18,00;7,00;15,00;0,00;0,00;23,00;15,00;7,00;13,00;7,00;12,00;0,50;3,00;0,00;0,00;5,00;0,50;1,00;0,50;23,00;11,00;2,00;8,00;7,00
2019-03-03;54,00;24,00;30,00;20,00;1,00;28,00;29,00;0,50;20,00;20,00;8,00;1,00;3,00;0,50;23,00;3,00;0,50;16,00;7,00;1,00;13,00;4,00;14,00;0,50;0,50;18,00;13,00;4,00;11,00;8,00;11,00;0,50;3,00;0,00;0,50;6,00;0,00;1,00;0,50;24,00;10,00;1,00;7,00;6,00
2019-03-10;53,00;26,00;38,00;22,00;0,50;28,00;29,00;0,50;17,00;16,00;8,00;0,50;2,00;0,50;24,00;3,00;0,50;14,00;6,00;1,00;16,00;5,00;11,00;0,50;0,00;15,00;10,00;6,00;12,00;9,00;11,00;0,50;3,00;0,50;0,00;4,00;0,00;0,50;0,50;12,00;8,00;1,00;6,00;4,00
