Disney;BE;CH;DE;ES;FR;IT;NL;UK;US
2019-10-20;63,00;18,00;14,00;18,00;64,00;19,00;32,00;33,00;1,00
2019-10-27;69,00;15,00;14,00;21,00;61,00;20,00;29,00;27,00;1,00
2019-11-03;62,00;15,00;12,00;23,00;51,00;15,00;35,00;27,00;1,00
2019-11-10;67,00;15,00;12,00;23,00;57,00;17,00;34,00;23,00;1,00
2019-11-17;64,00;13,00;13,00;32,00;53,00;21,00;32,00;24,00;1,00
2019-11-24;59,00;10,00;12,00;26,00;51,00;16,00;26,00;21,00;2,00
2019-12-01;45,00;10,00;12,00;23,00;51,00;15,00;27,00;20,00;1,00
2019-12-08;51,00;11,00;12,00;21,00;47,00;13,00;29,00;18,00;2,00
2019-12-15;55,00;13,00;13,00;19,00;52,00;11,00;32,00;21,00;2,00
2019-12-22;86,00;20,00;18,00;22,00;76,00;14,00;36,00;36,00;2,00
2019-12-29;74,00;15,00;18,00;24,00;68,00;18,00;38,00;52,00;2,00
2020-01-05;67,00;19,00;23,00;27,00;50,00;15,00;39,00;45,00;2,00
2020-01-12;72,00;19,00;23,00;28,00;45,00;24,00;42,00;43,00;2,00
2020-01-19;63,00;17,00;20,00;25,00;42,00;25,00;39,00;40,00;2,00
2020-01-26;59,00;15,00;16,00;26,00;41,00;21,00;35,00;33,00;2,00
2020-02-02;61,00;15,00;14,00;27,00;45,00;15,00;28,00;31,00;2,00
2020-02-09;49,00;19,00;12,00;28,00;45,00;13,00;30,00;36,00;2,00
2020-02-16;58,00;15,00;14,00;29,00;57,00;14,00;33,00;40,00;2,00
2020-02-23;69,00;12,00;13,00;25,00;60,00;9,00;31,00;32,00;2,00
2020-03-01;58,00;10,00;13,00;27,00;57,00;9,00;34,00;33,00;2,00
2020-03-08;96,00;20,00;20,00;34,00;100,00;7,00;47,00;52,00;2,00
2020-03-15;17,00;5,00;5,00;7,00;11,00;4,00;12,00;10,00;1,00
2020-03-22;17,00;5,00;4,00;8,00;10,00;4,00;11,00;7,00;1,00
2020-03-29;15,00;2,00;7,00;8,00;12,00;6,00;11,00;10,00;1,00
2020-04-05;17,00;4,00;5,00;9,00;12,00;4,00;8,00;11,00;1,00
2020-04-12;21,00;7,00;5,00;8,00;19,00;6,00;10,00;12,00;1,00
2020-04-19;16,00;6,00;5,00;8,00;15,00;4,00;10,00;10,00;1,00
2020-04-26;14,00;4,00;5,00;9,00;15,00;4,00;11,00;11,00;1,00
2020-05-03;16,00;5,00;6,00;6,00;13,00;4,00;11,00;11,00;1,00
2020-05-10;16,00;6,00;6,00;7,00;14,00;4,00;11,00;10,00;1,00
2020-05-17;15,00;5,00;6,00;7,00;16,00;5,00;11,00;10,00;1,00
2020-05-24;17,00;6,00;6,00;8,00;18,00;4,00;14,00;11,00;1,00
2020-05-31;19,00;6,00;7,00;8,00;19,00;5,00;13,00;11,00;1,00
2020-06-07;23,00;5,00;8,00;8,00;22,00;4,00;17,00;12,00;1,00
2020-06-14;27,00;7,00;8,00;8,00;26,00;6,00;17,00;11,00;1,00
2020-06-21;31,00;8,00;9,00;9,00;31,00;5,00;23,00;16,00;1,00
2020-06-28;42,00;7,00;9,00;9,00;29,00;5,00;24,00;16,00;1,00
2020-07-05;41,00;7,00;10,00;9,00;29,00;5,00;25,00;16,00;1,00
2020-07-12;49,00;12,00;13,00;11,00;44,00;7,00;27,00;19,00;1,00
2020-07-19;41,00;9,00;12,00;9,00;34,00;4,00;21,00;18,00;1,00
2020-07-26;35,00;7,00;11,00;9,00;34,00;5,00;17,00;13,00;1,00
2020-08-02;28,00;7,00;10,00;11,00;40,00;6,00;20,00;13,00;1,00
2020-08-09;31,00;4,00;9,00;9,00;37,00;5,00;18,00;12,00;1,00
2020-08-16;40,00;7,00;8,00;9,00;37,00;4,00;18,00;10,00;1,00
2020-08-23;48,00;5,00;7,00;8,00;32,00;5,00;18,00;10,00;1,00
2020-08-30;33,00;6,00;6,00;9,00;33,00;5,00;11,00;10,00;1,00
2020-09-06;39,00;7,00;5,00;10,00;29,00;5,00;16,00;8,00;1,00
2020-09-13;20,00;5,00;6,00;7,00;34,00;4,00;14,00;8,00;1,00
2020-09-20;24,00;4,00;5,00;7,00;36,00;3,00;10,00;8,00;1,00
2020-09-27;28,00;5,00;5,00;9,00;39,00;4,00;11,00;7,00;1,00
2020-10-04;26,00;4,00;5,00;9,00;44,00;2,00;10,00;7,00;1,00
2020-10-11;24,00;5,00;4,00;10,00;46,00;3,00;8,00;7,00;1,00
2020-10-18;21,00;3,00;3,00;7,00;47,00;2,00;9,00;6,00;1,00
2020-10-25;17,00;3,00;2,00;6,00;42,00;2,00;10,00;8,00;1,00
2020-11-01;15,00;5,00;2,00;4,00;47,00;2,00;5,00;4,00;1,00
2020-11-08;13,00;5,00;2,00;6,00;14,00;2,00;6,00;6,00;1,00
2020-11-15;14,00;2,00;3,00;6,00;14,00;3,00;8,00;6,00;1,00
2020-11-22;15,00;4,00;3,00;5,00;17,00;3,00;8,00;7,00;1,00
2020-11-29;13,00;3,00;3,00;6,00;14,00;4,00;9,00;7,00;1,00
2020-12-06;12,00;3,00;3,00;7,00;13,00;3,00;7,00;7,00;1,00
2020-12-13;12,00;2,00;3,00;7,00;14,00;3,00;6,00;6,00;1,00
2020-12-20;16,00;3,00;4,00;7,00;16,00;4,00;7,00;6,00;1,00
2020-12-27;14,00;3,00;4,00;9,00;16,00;6,00;7,00;10,00;1,00
2021-01-03;16,00;3,00;3,00;6,00;13,00;3,00;9,00;8,00;1,00
2021-01-10;10,00;3,00;3,00;5,00;12,00;3,00;7,00;8,00;1,00
2021-01-17;14,00;2,00;3,00;6,00;16,00;3,00;7,00;9,00;1,00
2021-01-24;8,00;2,00;3,00;4,00;9,00;2,00;6,00;7,00;1,00
2021-01-31;11,00;2,00;3,00;6,00;9,00;3,00;7,00;6,00;1,00
2021-02-07;11,00;3,00;3,00;6,00;9,00;3,00;6,00;7,00;1,00
2021-02-14;18,00;3,00;3,00;6,00;12,00;3,00;7,00;7,00;1,00
2021-02-21;15,00;3,00;3,00;6,00;11,00;2,00;8,00;10,00;1,00
2021-02-28;13,00;2,00;3,00;6,00;12,00;2,00;6,00;9,00;1,00
2021-03-07;14,00;4,00;4,00;7,00;14,00;3,00;9,00;9,00;1,00
2021-03-14;14,00;4,00;3,00;6,00;12,00;3,00;6,00;9,00;1,00
2021-03-21;7,00;4,00;3,00;5,00;9,00;3,00;6,00;6,00;1,00
2021-03-28;8,00;3,00;3,00;6,00;8,00;3,00;7,00;6,00;1,00
2021-04-04;14,00;4,00;3,00;5,00;9,00;3,00;9,00;7,00;1,00
2021-04-11;15,00;2,00;3,00;6,00;13,00;4,00;7,00;7,00;1,00
2021-04-18;15,00;5,00;2,00;7,00;14,00;4,00;9,00;6,00;1,00
2021-04-25;15,00;4,00;4,00;6,00;21,00;4,00;9,00;8,00;1,00
2021-05-02;21,00;4,00;7,00;7,00;30,00;4,00;10,00;8,00;1,00
2021-05-09;23,00;5,00;11,00;9,00;28,00;5,00;13,00;8,00;1,00
2021-05-16;57,00;11,00;11,00;12,00;56,00;7,00;21,00;11,00;1,00
2021-05-23;36,00;7,00;10,00;12,00;37,00;7,00;18,00;10,00;1,00
2021-05-30;34,00;8,00;9,00;15,00;40,00;8,00;18,00;9,00;1,00
2021-06-06;29,00;5,00;11,00;17,00;39,00;7,00;16,00;8,00;1,00
2021-06-13;40,00;7,00;10,00;19,00;52,00;8,00;20,00;10,00;1,00
2021-06-20;49,00;9,00;13,00;19,00;62,00;8,00;26,00;11,00;1,00
2021-06-27;50,00;13,00;14,00;17,00;59,00;8,00;24,00;11,00;1,00
2021-07-04;60,00;13,00;14,00;14,00;61,00;7,00;24,00;12,00;1,00
2021-07-11;53,00;12,00;13,00;18,00;66,00;8,00;24,00;11,00;1,00
2021-07-18;49,00;14,00;13,00;17,00;57,00;8,00;24,00;9,00;1,00
2021-07-25;57,00;9,00;12,00;18,00;57,00;7,00;27,00;11,00;1,00
2021-08-01;56,00;11,00;12,00;17,00;59,00;8,00;26,00;11,00;1,00
2021-08-08;58,00;8,00;12,00;19,00;64,00;8,00;30,00;14,00;1,00
2021-08-15;53,00;10,00;10,00;19,00;63,00;11,00;26,00;14,00;1,00
2021-08-22;45,00;11,00;10,00;19,00;54,00;11,00;26,00;13,00;1,00
2021-08-29;53,00;12,00;11,00;19,00;51,00;12,00;24,00;14,00;1,00
2021-09-05;54,00;12,00;12,00;21,00;53,00;10,00;32,00;16,00;1,00
2021-09-12;60,00;13,00;11,00;19,00;56,00;11,00;35,00;17,00;1,00
2021-09-19;69,00;15,00;12,00;19,00;61,00;9,00;33,00;16,00;1,00
2021-09-26;58,00;19,00;10,00;20,00;61,00;13,00;29,00;18,00;1,00
2021-10-03;54,00;19,00;13,00;22,00;66,00;11,00;31,00;19,00;1,00
2021-10-10;46,00;18,00;14,00;25,00;72,00;13,00;39,00;19,00;1,00
2021-10-17;55,00;18,00;13,00;21,00;78,00;12,00;39,00;18,00;1,00
2021-10-24;51,00;19,00;10,00;19,00;79,00;20,00;27,00;20,00;1,00
2021-10-31;67,00;12,00;11,00;22,00;71,00;22,00;25,00;19,00;1,00
2021-11-07;64,00;13,00;9,00;24,00;71,00;16,00;25,00;21,00;1,00
2021-11-14;51,00;12,00;9,00;24,00;70,00;14,00;23,00;16,00;1,00
2021-11-21;45,00;11,00;7,00;20,00;63,00;11,00;21,00;13,00;1,00
2021-11-28;42,00;5,00;6,00;17,00;56,00;8,00;20,00;10,00;1,00
2021-12-05;42,00;8,00;7,00;17,00;59,00;9,00;21,00;10,00;1,00
2021-12-12;51,00;9,00;9,00;15,00;60,00;9,00;25,00;9,00;1,00
2021-12-19;56,00;10,00;11,00;12,00;72,00;11,00;30,00;8,00;1,00
2021-12-26;78,00;13,00;12,00;20,00;81,00;12,00;44,00;17,00;1,00
2022-01-02;77,00;13,00;12,00;21,00;54,00;11,00;42,00;17,00;1,00
2022-01-09;55,00;7,00;11,00;21,00;48,00;8,00;33,00;20,00;1,00
2022-01-16;53,00;9,00;14,00;21,00;45,00;10,00;34,00;22,00;1,00
2022-01-23;61,00;16,00;15,00;24,00;50,00;20,00;44,00;24,00;1,00
2022-01-30;57,00;17,00;14,00;26,00;50,00;21,00;40,00;24,00;1,00
2022-02-06;68,00;16,00;16,00;37,00;58,00;23,00;31,00;22,00;1,00
2022-02-13;50,00;14,00;14,00;35,00;57,00;20,00;35,00;24,00;1,00
2022-02-20;54,00;17,00;12,00;31,00;56,00;16,00;35,00;26,00;1,00
2022-02-27;74,00;20,00;12,00;32,00;57,00;22,00;35,00;23,00;1,00
2022-03-06;87,00;26,00;18,00;27,00;68,00;22,00;37,00;27,00;1,00
2022-03-13;88,00;23,00;17,00;28,00;72,00;19,00;40,00;28,00;1,00
2022-03-20;58,00;27,00;18,00;27,00;82,00;21,00;34,00;26,00;1,00
2022-03-27;70,00;23,00;17,00;29,00;60,00;24,00;33,00;28,00;1,00
2022-04-03;82,00;23,00;19,00;28,00;61,00;25,00;37,00;28,00;1,00
2022-04-10;71,00;36,00;20,00;31,00;77,00;27,00;36,00;32,00;1,00
2022-04-17;51,00;32,00;20,00;29,00;72,00;25,00;40,00;30,00;1,00
2022-04-24;44,00;25,00;15,00;26,00;62,00;21,00;52,00;25,00;1,00
2022-05-01;42,00;19,00;16,00;24,00;59,00;19,00;47,00;25,00;1,00
2022-05-08;42,00;17,00;18,00;29,00;54,00;19,00;39,00;25,00;1,00
