Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2019-01-06;55,00;13,00;7,00;12,00;3,00;3,00;10,00;6,00;2,00;1,00;2,00;1,00;1,00;0,00;0,50;1,00;0,50;0,00;0,00;0,50;0,00
2019-01-13;56,00;10,00;6,00;13,00;2,00;3,00;10,00;5,00;2,00;0,50;2,00;0,50;1,00;0,00;0,50;0,50;0,00;0,00;0,50;1,00;0,50
2019-01-20;54,00;10,00;6,00;12,00;2,00;1,00;10,00;7,00;4,00;0,00;1,00;0,00;0,50;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,50
2019-01-27;49,00;10,00;4,00;7,00;2,00;3,00;7,00;8,00;2,00;0,50;1,00;1,00;1,00;0,00;0,50;2,00;0,50;0,00;0,00;0,00;0,50
2019-02-03;50,00;13,00;7,00;7,00;2,00;1,00;5,00;8,00;2,00;0,00;1,00;2,00;1,00;0,00;0,50;1,00;0,50;0,00;0,00;0,50;0,00
2019-02-10;50,00;10,00;4,00;8,00;1,00;2,00;10,00;8,00;3,00;0,00;1,00;0,50;0,00;0,00;0,50;1,00;0,00;1,00;0,50;0,00;0,50
2019-02-17;53,00;14,00;7,00;11,00;2,00;4,00;10,00;6,00;2,00;0,00;0,50;2,00;0,50;0,00;0,50;0,50;1,00;0,50;0,00;0,50;1,00
2019-02-24;53,00;14,00;6,00;9,00;3,00;1,00;10,00;4,00;1,00;0,50;2,00;1,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,50;0,00
2019-03-03;57,00;13,00;5,00;8,00;3,00;2,00;12,00;7,00;2,00;0,50;0,50;1,00;0,00;1,00;0,00;1,00;1,00;0,00;1,00;0,00;0,00
2019-03-10;64,00;16,00;5,00;10,00;1,00;1,00;14,00;7,00;0,50;0,50;1,00;1,00;0,50;0,00;0,50;1,00;0,50;0,00;0,50;0,50;0,00
2019-03-17;60,00;12,00;7,00;11,00;2,00;2,00;8,00;8,00;3,00;0,50;2,00;2,00;1,00;0,50;0,50;0,50;1,00;0,00;0,00;0,00;0,00
